,rec_id,date,ppe,qty
23279,rec1293,2020-04-07 17:57:43+00:00,surgicalMasks,26.0
23282,rec1293,2020-04-07 17:57:43+00:00,handmadeMasks,10.0
23283,rec1293,2020-04-07 17:57:43+00:00,nitrileGloves,100.0
23287,rec1293,2020-04-07 17:57:43+00:00,respirators,42.0
23288,rec1293,2020-04-07 17:57:43+00:00,gowns,10.0
23290,rec1293,2020-04-07 17:57:43+00:00,disinfectingWipes,100.0
23293,rec1294,2020-04-07 17:59:11+00:00,faceShields,20.0
23294,rec1294,2020-04-07 17:59:11+00:00,thermometers,4.0
23297,rec1294,2020-04-07 17:59:11+00:00,surgicalMasks,10.0
23298,rec1294,2020-04-07 17:59:11+00:00,disposableBooties,25.0
23305,rec1294,2020-04-07 17:59:11+00:00,respirators,25.0
23306,rec1294,2020-04-07 17:59:11+00:00,gowns,25.0
23308,rec1294,2020-04-07 17:59:11+00:00,disinfectingWipes,6.0
23311,rec1295,2020-04-07 17:59:15+00:00,faceShields,14.0
23315,rec1295,2020-04-07 17:59:15+00:00,surgicalMasks,250.0
23323,rec1295,2020-04-07 17:59:15+00:00,respirators,18.0
23324,rec1295,2020-04-07 17:59:15+00:00,gowns,300.0
23329,rec1296,2020-04-07 18:00:47+00:00,faceShields,150.0
23330,rec1296,2020-04-07 18:00:47+00:00,thermometers,50.0
23333,rec1296,2020-04-07 18:00:47+00:00,surgicalMasks,400.0
23336,rec1296,2020-04-07 18:00:47+00:00,handmadeMasks,150.0
23341,rec1296,2020-04-07 18:00:47+00:00,respirators,400.0
23342,rec1296,2020-04-07 18:00:47+00:00,gowns,500.0
23344,rec1296,2020-04-07 18:00:47+00:00,disinfectingWipes,300.0
23347,rec1297,2020-04-07 18:01:05+00:00,faceShields,80.0
23348,rec1297,2020-04-07 18:01:05+00:00,thermometers,4.0
23351,rec1297,2020-04-07 18:01:05+00:00,surgicalMasks,200.0
23352,rec1297,2020-04-07 18:01:05+00:00,disposableBooties,200.0
23355,rec1297,2020-04-07 18:01:05+00:00,nitrileGloves,3.0
23359,rec1297,2020-04-07 18:01:05+00:00,respirators,80.0
23360,rec1297,2020-04-07 18:01:05+00:00,gowns,500.0
23362,rec1297,2020-04-07 18:01:05+00:00,disinfectingWipes,3.0
23365,rec1298,2020-04-07 18:01:16+00:00,faceShields,5.0
23369,rec1298,2020-04-07 18:01:16+00:00,surgicalMasks,50.0
23373,rec1298,2020-04-07 18:01:16+00:00,nitrileGloves,100.0
23377,rec1298,2020-04-07 18:01:16+00:00,respirators,5.0
23380,rec1298,2020-04-07 18:01:16+00:00,disinfectingWipes,50.0
23383,rec1299,2020-04-07 18:02:35+00:00,faceShields,6.0
23384,rec1299,2020-04-07 18:02:35+00:00,thermometers,3.0
23387,rec1299,2020-04-07 18:02:35+00:00,surgicalMasks,50.0
23395,rec1299,2020-04-07 18:02:35+00:00,respirators,20.0
23396,rec1299,2020-04-07 18:02:35+00:00,gowns,40.0
23405,rec1300,2020-04-07 18:02:46+00:00,surgicalMasks,500.0
23408,rec1300,2020-04-07 18:02:46+00:00,handmadeMasks,50.0
23413,rec1300,2020-04-07 18:02:46+00:00,respirators,20.0
23414,rec1300,2020-04-07 18:02:46+00:00,gowns,500.0
23420,rec1301,2020-04-07 18:03:55+00:00,thermometers,1.0
23423,rec1301,2020-04-07 18:03:55+00:00,surgicalMasks,500.0
23426,rec1301,2020-04-07 18:03:55+00:00,handmadeMasks,50.0
23427,rec1301,2020-04-07 18:03:55+00:00,nitrileGloves,300.0
23431,rec1301,2020-04-07 18:03:55+00:00,respirators,150.0
23432,rec1301,2020-04-07 18:03:55+00:00,gowns,150.0
23434,rec1301,2020-04-07 18:03:55+00:00,disinfectingWipes,3.0
23437,rec1302,2020-04-07 18:04:10+00:00,faceShields,10.0
23441,rec1302,2020-04-07 18:04:10+00:00,surgicalMasks,30.0
23444,rec1302,2020-04-07 18:04:10+00:00,handmadeMasks,10.0
23449,rec1302,2020-04-07 18:04:10+00:00,respirators,6.0
23452,rec1302,2020-04-07 18:04:10+00:00,disinfectingWipes,10.0
23459,rec1303,2020-04-07 18:04:17+00:00,surgicalMasks,50.0
23462,rec1303,2020-04-07 18:04:17+00:00,handmadeMasks,20.0
23463,rec1303,2020-04-07 18:04:17+00:00,nitrileGloves,100.0
23467,rec1303,2020-04-07 18:04:17+00:00,respirators,20.0
23470,rec1303,2020-04-07 18:04:17+00:00,disinfectingWipes,200.0
23473,rec1304,2020-04-07 18:06:22+00:00,faceShields,50.0
23477,rec1304,2020-04-07 18:06:22+00:00,surgicalMasks,500.0
23485,rec1304,2020-04-07 18:06:22+00:00,respirators,400.0
23486,rec1304,2020-04-07 18:06:22+00:00,gowns,200.0
23488,rec1304,2020-04-07 18:06:22+00:00,disinfectingWipes,50.0
23491,rec1305,2020-04-07 18:07:44+00:00,faceShields,150.0
23492,rec1305,2020-04-07 18:07:44+00:00,thermometers,3.0
23495,rec1305,2020-04-07 18:07:44+00:00,surgicalMasks,50.0
23499,rec1305,2020-04-07 18:07:44+00:00,nitrileGloves,200.0
23503,rec1305,2020-04-07 18:07:44+00:00,respirators,100.0
23504,rec1305,2020-04-07 18:07:44+00:00,gowns,50.0
23506,rec1305,2020-04-07 18:07:44+00:00,disinfectingWipes,8.0
23509,rec1306,2020-04-07 18:07:48+00:00,faceShields,250.0
23513,rec1306,2020-04-07 18:07:48+00:00,surgicalMasks,1000.0
23522,rec1306,2020-04-07 18:07:48+00:00,gowns,1000.0
23527,rec1307,2020-04-07 18:08:02+00:00,faceShields,25.0
23528,rec1307,2020-04-07 18:08:02+00:00,thermometers,15.0
23531,rec1307,2020-04-07 18:08:02+00:00,surgicalMasks,50.0
23535,rec1307,2020-04-07 18:08:02+00:00,nitrileGloves,300.0
23539,rec1307,2020-04-07 18:08:02+00:00,respirators,24.0
23540,rec1307,2020-04-07 18:08:02+00:00,gowns,30.0
23546,rec1308,2020-04-07 18:12:11+00:00,thermometers,20.0
23549,rec1308,2020-04-07 18:12:11+00:00,surgicalMasks,500.0
23557,rec1308,2020-04-07 18:12:11+00:00,respirators,200.0
23558,rec1308,2020-04-07 18:12:11+00:00,gowns,500.0
23560,rec1308,2020-04-07 18:12:11+00:00,disinfectingWipes,24.0
23563,rec1309,2020-04-07 18:12:39+00:00,faceShields,3000.0
23567,rec1309,2020-04-07 18:12:39+00:00,surgicalMasks,5000.0
23571,rec1309,2020-04-07 18:12:39+00:00,nitrileGloves,5000.0
23576,rec1309,2020-04-07 18:12:39+00:00,gowns,5000.0
23578,rec1309,2020-04-07 18:12:39+00:00,disinfectingWipes,5000.0
23581,rec1310,2020-04-07 18:13:21+00:00,faceShields,25.0
23582,rec1310,2020-04-07 18:13:21+00:00,thermometers,25.0
23585,rec1310,2020-04-07 18:13:21+00:00,surgicalMasks,100.0
23586,rec1310,2020-04-07 18:13:21+00:00,disposableBooties,25.0
23588,rec1310,2020-04-07 18:13:21+00:00,handmadeMasks,50.0
23593,rec1310,2020-04-07 18:13:21+00:00,respirators,25.0
23594,rec1310,2020-04-07 18:13:21+00:00,gowns,25.0
23596,rec1310,2020-04-07 18:13:21+00:00,disinfectingWipes,500.0
23603,rec1311,2020-04-07 18:13:49+00:00,surgicalMasks,25.0
23611,rec1311,2020-04-07 18:13:49+00:00,respirators,25.0
23614,rec1311,2020-04-07 18:13:49+00:00,disinfectingWipes,3.0
23618,rec1312,2020-04-07 18:14:19+00:00,thermometers,20.0
23621,rec1312,2020-04-07 18:14:19+00:00,surgicalMasks,1000.0
23629,rec1312,2020-04-07 18:14:19+00:00,respirators,100.0
23632,rec1312,2020-04-07 18:14:19+00:00,disinfectingWipes,20.0
23635,rec1313,2020-04-07 18:14:41+00:00,faceShields,1500.0
23639,rec1313,2020-04-07 18:14:41+00:00,surgicalMasks,6400.0
23640,rec1313,2020-04-07 18:14:41+00:00,disposableBooties,14000.0
23643,rec1313,2020-04-07 18:14:41+00:00,nitrileGloves,69000.0
23647,rec1313,2020-04-07 18:14:41+00:00,respirators,6400.0
23648,rec1313,2020-04-07 18:14:41+00:00,gowns,6000.0
23650,rec1313,2020-04-07 18:14:41+00:00,disinfectingWipes,100000.0
23654,rec1314,2020-04-07 18:14:49+00:00,thermometers,4.0
23657,rec1314,2020-04-07 18:14:49+00:00,surgicalMasks,250.0
23658,rec1314,2020-04-07 18:14:49+00:00,disposableBooties,250.0
23660,rec1314,2020-04-07 18:14:49+00:00,handmadeMasks,250.0
23665,rec1314,2020-04-07 18:14:49+00:00,respirators,25.0
23666,rec1314,2020-04-07 18:14:49+00:00,gowns,150.0
23668,rec1314,2020-04-07 18:14:49+00:00,disinfectingWipes,500.0
23671,rec1315,2020-04-07 18:15:33+00:00,faceShields,100.0
23675,rec1315,2020-04-07 18:15:33+00:00,surgicalMasks,500.0
23679,rec1315,2020-04-07 18:15:33+00:00,nitrileGloves,20.0
23683,rec1315,2020-04-07 18:15:33+00:00,respirators,100.0
23686,rec1315,2020-04-07 18:15:33+00:00,disinfectingWipes,10.0
23689,rec1316,2020-04-07 18:18:01+00:00,faceShields,300.0
23690,rec1316,2020-04-07 18:18:01+00:00,thermometers,12.0
23694,rec1316,2020-04-07 18:18:01+00:00,disposableBooties,300.0
23701,rec1316,2020-04-07 18:18:01+00:00,respirators,300.0
23702,rec1316,2020-04-07 18:18:01+00:00,gowns,500.0
23704,rec1316,2020-04-07 18:18:01+00:00,disinfectingWipes,100.0
23707,rec1317,2020-04-07 18:18:02+00:00,faceShields,100.0
23715,rec1317,2020-04-07 18:18:02+00:00,nitrileGloves,1000.0
23719,rec1317,2020-04-07 18:18:02+00:00,respirators,100.0
23722,rec1317,2020-04-07 18:18:02+00:00,disinfectingWipes,450.0
23725,rec1318,2020-04-07 18:19:48+00:00,faceShields,50.0
23726,rec1318,2020-04-07 18:19:48+00:00,thermometers,10.0
23729,rec1318,2020-04-07 18:19:48+00:00,surgicalMasks,200.0
23730,rec1318,2020-04-07 18:19:48+00:00,disposableBooties,100.0
23732,rec1318,2020-04-07 18:19:48+00:00,handmadeMasks,100.0
23733,rec1318,2020-04-07 18:19:48+00:00,nitrileGloves,300.0
23737,rec1318,2020-04-07 18:19:48+00:00,respirators,200.0
23738,rec1318,2020-04-07 18:19:48+00:00,gowns,100.0
23740,rec1318,2020-04-07 18:19:48+00:00,disinfectingWipes,50.0
23744,rec1319,2020-04-07 18:20:19+00:00,thermometers,6.0
23755,rec1319,2020-04-07 18:20:19+00:00,respirators,250.0
23761,rec1320,2020-04-07 18:21:00+00:00,faceShields,100.0
23762,rec1320,2020-04-07 18:21:00+00:00,thermometers,10.0
23765,rec1320,2020-04-07 18:21:00+00:00,surgicalMasks,200.0
23766,rec1320,2020-04-07 18:21:00+00:00,disposableBooties,1.0
23768,rec1320,2020-04-07 18:21:00+00:00,handmadeMasks,50.0
23772,rec1320,2020-04-07 18:21:00+00:00,handSanitizer,15.0
23773,rec1320,2020-04-07 18:21:00+00:00,respirators,200.0
23774,rec1320,2020-04-07 18:21:00+00:00,gowns,200.0
23776,rec1320,2020-04-07 18:21:00+00:00,disinfectingWipes,15.0
23779,rec1321,2020-04-07 18:21:01+00:00,faceShields,100.0
23780,rec1321,2020-04-07 18:21:01+00:00,thermometers,25.0
23783,rec1321,2020-04-07 18:21:01+00:00,surgicalMasks,300.0
23786,rec1321,2020-04-07 18:21:01+00:00,handmadeMasks,300.0
23791,rec1321,2020-04-07 18:21:01+00:00,respirators,300.0
23792,rec1321,2020-04-07 18:21:01+00:00,gowns,150.0
23794,rec1321,2020-04-07 18:21:01+00:00,disinfectingWipes,50.0
23797,rec1322,2020-04-07 18:21:53+00:00,faceShields,40.0
23798,rec1322,2020-04-07 18:21:53+00:00,thermometers,3.0
23801,rec1322,2020-04-07 18:21:53+00:00,surgicalMasks,100.0
23802,rec1322,2020-04-07 18:21:53+00:00,disposableBooties,100.0
23804,rec1322,2020-04-07 18:21:53+00:00,handmadeMasks,40.0
23809,rec1322,2020-04-07 18:21:53+00:00,respirators,50.0
23810,rec1322,2020-04-07 18:21:53+00:00,gowns,100.0
23812,rec1322,2020-04-07 18:21:53+00:00,disinfectingWipes,20.0
23819,rec1323,2020-04-07 18:23:22+00:00,surgicalMasks,75.0
23823,rec1323,2020-04-07 18:23:22+00:00,nitrileGloves,200.0
23827,rec1323,2020-04-07 18:23:22+00:00,respirators,50.0
23828,rec1323,2020-04-07 18:23:22+00:00,gowns,150.0
23830,rec1323,2020-04-07 18:23:22+00:00,disinfectingWipes,30.0
23833,rec1324,2020-04-07 18:25:24+00:00,faceShields,3.0
23837,rec1324,2020-04-07 18:25:24+00:00,surgicalMasks,20.0
23845,rec1324,2020-04-07 18:25:24+00:00,respirators,10.0
23846,rec1324,2020-04-07 18:25:24+00:00,gowns,25.0
23848,rec1324,2020-04-07 18:25:24+00:00,disinfectingWipes,2.0
23851,rec1325,2020-04-07 18:28:23+00:00,faceShields,200.0
23852,rec1325,2020-04-07 18:28:23+00:00,thermometers,50.0
23855,rec1325,2020-04-07 18:28:23+00:00,surgicalMasks,200.0
23856,rec1325,2020-04-07 18:28:23+00:00,disposableBooties,400.0
23858,rec1325,2020-04-07 18:28:23+00:00,handmadeMasks,50.0
23859,rec1325,2020-04-07 18:28:23+00:00,nitrileGloves,400.0
23863,rec1325,2020-04-07 18:28:23+00:00,respirators,200.0
23864,rec1325,2020-04-07 18:28:23+00:00,gowns,200.0
23866,rec1325,2020-04-07 18:28:23+00:00,disinfectingWipes,100.0
23869,rec1326,2020-04-07 18:33:00+00:00,faceShields,1500.0
23873,rec1326,2020-04-07 18:33:00+00:00,surgicalMasks,1500.0
23874,rec1326,2020-04-07 18:33:00+00:00,disposableBooties,1500.0
23876,rec1326,2020-04-07 18:33:00+00:00,handmadeMasks,1500.0
23877,rec1326,2020-04-07 18:33:00+00:00,nitrileGloves,3000.0
23881,rec1326,2020-04-07 18:33:00+00:00,respirators,1500.0
23882,rec1326,2020-04-07 18:33:00+00:00,gowns,2000.0
23887,rec1327,2020-04-07 18:37:04+00:00,faceShields,10.0
23888,rec1327,2020-04-07 18:37:04+00:00,thermometers,1.0
23894,rec1327,2020-04-07 18:37:04+00:00,handmadeMasks,48.0
23899,rec1327,2020-04-07 18:37:04+00:00,respirators,48.0
23902,rec1327,2020-04-07 18:37:04+00:00,disinfectingWipes,10.0
23905,rec1328,2020-04-07 18:41:00+00:00,faceShields,100.0
23909,rec1328,2020-04-07 18:41:00+00:00,surgicalMasks,80.0
23910,rec1328,2020-04-07 18:41:00+00:00,disposableBooties,100.0
23916,rec1328,2020-04-07 18:41:00+00:00,handSanitizer,60.0
23917,rec1328,2020-04-07 18:41:00+00:00,respirators,80.0
23918,rec1328,2020-04-07 18:41:00+00:00,gowns,200.0
23920,rec1328,2020-04-07 18:41:00+00:00,disinfectingWipes,40.0
23923,rec1329,2020-04-07 18:41:10+00:00,faceShields,300.0
23924,rec1329,2020-04-07 18:41:10+00:00,thermometers,50.0
23927,rec1329,2020-04-07 18:41:10+00:00,surgicalMasks,300.0
23928,rec1329,2020-04-07 18:41:10+00:00,disposableBooties,300.0
23930,rec1329,2020-04-07 18:41:10+00:00,handmadeMasks,300.0
23931,rec1329,2020-04-07 18:41:10+00:00,nitrileGloves,300.0
23935,rec1329,2020-04-07 18:41:10+00:00,respirators,300.0
23936,rec1329,2020-04-07 18:41:10+00:00,gowns,300.0
23938,rec1329,2020-04-07 18:41:10+00:00,disinfectingWipes,300.0
23945,rec1330,2020-04-07 18:44:38+00:00,surgicalMasks,4200.0
23953,rec1330,2020-04-07 18:44:38+00:00,respirators,300.0
23959,rec1331,2020-04-07 18:46:04+00:00,faceShields,5000.0
23963,rec1331,2020-04-07 18:46:04+00:00,surgicalMasks,5000.0
23967,rec1331,2020-04-07 18:46:04+00:00,nitrileGloves,1000.0
23972,rec1331,2020-04-07 18:46:04+00:00,gowns,5000.0
23974,rec1331,2020-04-07 18:46:04+00:00,disinfectingWipes,1000.0
23977,rec1332,2020-04-07 18:48:00+00:00,faceShields,5000.0
23981,rec1332,2020-04-07 18:48:00+00:00,surgicalMasks,10000.0
23982,rec1332,2020-04-07 18:48:00+00:00,disposableBooties,15000.0
23985,rec1332,2020-04-07 18:48:00+00:00,nitrileGloves,15000.0
23988,rec1332,2020-04-07 18:48:00+00:00,handSanitizer,500.0
23989,rec1332,2020-04-07 18:48:00+00:00,respirators,15000.0
23990,rec1332,2020-04-07 18:48:00+00:00,gowns,15000.0
23992,rec1332,2020-04-07 18:48:00+00:00,disinfectingWipes,1000.0
23995,rec1333,2020-04-07 18:48:00+00:00,faceShields,4000.0
23996,rec1333,2020-04-07 18:48:00+00:00,thermometers,10.0
23999,rec1333,2020-04-07 18:48:00+00:00,surgicalMasks,6000.0
24000,rec1333,2020-04-07 18:48:00+00:00,disposableBooties,3000.0
24002,rec1333,2020-04-07 18:48:00+00:00,handmadeMasks,1000.0
24003,rec1333,2020-04-07 18:48:00+00:00,nitrileGloves,10000.0
24006,rec1333,2020-04-07 18:48:00+00:00,handSanitizer,2000.0
24007,rec1333,2020-04-07 18:48:00+00:00,respirators,6000.0
24008,rec1333,2020-04-07 18:48:00+00:00,gowns,5000.0
24010,rec1333,2020-04-07 18:48:00+00:00,disinfectingWipes,100.0
24013,rec1334,2020-04-07 18:54:15+00:00,faceShields,50.0
24014,rec1334,2020-04-07 18:54:15+00:00,thermometers,50.0
24017,rec1334,2020-04-07 18:54:15+00:00,surgicalMasks,200.0
24018,rec1334,2020-04-07 18:54:15+00:00,disposableBooties,50.0
24020,rec1334,2020-04-07 18:54:15+00:00,handmadeMasks,100.0
24021,rec1334,2020-04-07 18:54:15+00:00,nitrileGloves,500.0
24025,rec1334,2020-04-07 18:54:15+00:00,respirators,100.0
24026,rec1334,2020-04-07 18:54:15+00:00,gowns,50.0
24028,rec1334,2020-04-07 18:54:15+00:00,disinfectingWipes,500.0
24032,rec1335,2020-04-07 18:58:02+00:00,thermometers,100.0
24036,rec1335,2020-04-07 18:58:02+00:00,disposableBooties,150.0
24044,rec1335,2020-04-07 18:58:02+00:00,gowns,200.0
24046,rec1335,2020-04-07 18:58:02+00:00,disinfectingWipes,125.0
24050,rec1336,2020-04-07 19:00:02+00:00,thermometers,6.0
24053,rec1336,2020-04-07 19:00:02+00:00,surgicalMasks,100.0
24054,rec1336,2020-04-07 19:00:02+00:00,disposableBooties,300.0
24061,rec1336,2020-04-07 19:00:02+00:00,respirators,100.0
24062,rec1336,2020-04-07 19:00:02+00:00,gowns,100.0
24064,rec1336,2020-04-07 19:00:02+00:00,disinfectingWipes,300.0
24067,rec1337,2020-04-07 19:00:18+00:00,faceShields,25.0
24068,rec1337,2020-04-07 19:00:18+00:00,thermometers,8.0
24071,rec1337,2020-04-07 19:00:18+00:00,surgicalMasks,200.0
24072,rec1337,2020-04-07 19:00:18+00:00,disposableBooties,50.0
24074,rec1337,2020-04-07 19:00:18+00:00,handmadeMasks,50.0
24075,rec1337,2020-04-07 19:00:18+00:00,nitrileGloves,600.0
24079,rec1337,2020-04-07 19:00:18+00:00,respirators,100.0
24080,rec1337,2020-04-07 19:00:18+00:00,gowns,200.0
24082,rec1337,2020-04-07 19:00:18+00:00,disinfectingWipes,12.0
24089,rec1338,2020-04-07 19:01:00+00:00,surgicalMasks,250.0
24092,rec1338,2020-04-07 19:01:00+00:00,handmadeMasks,50.0
24096,rec1338,2020-04-07 19:01:00+00:00,handSanitizer,100.0
24097,rec1338,2020-04-07 19:01:00+00:00,respirators,250.0
24098,rec1338,2020-04-07 19:01:00+00:00,gowns,500.0
24100,rec1338,2020-04-07 19:01:00+00:00,disinfectingWipes,100.0
24104,rec1339,2020-04-07 19:21:17+00:00,thermometers,4.0
24107,rec1339,2020-04-07 19:21:17+00:00,surgicalMasks,1000.0
24111,rec1339,2020-04-07 19:21:17+00:00,nitrileGloves,10000.0
24115,rec1339,2020-04-07 19:21:17+00:00,respirators,200.0
24116,rec1339,2020-04-07 19:21:17+00:00,gowns,500.0
24118,rec1339,2020-04-07 19:21:17+00:00,disinfectingWipes,1000.0
24121,rec1340,2020-04-07 19:23:13+00:00,faceShields,10.0
24133,rec1340,2020-04-07 19:23:13+00:00,respirators,10.0
24134,rec1340,2020-04-07 19:23:13+00:00,gowns,20.0
24136,rec1340,2020-04-07 19:23:13+00:00,disinfectingWipes,100.0
24139,rec1341,2020-04-07 19:28:26+00:00,faceShields,200.0
24140,rec1341,2020-04-07 19:28:26+00:00,thermometers,50.0
24151,rec1341,2020-04-07 19:28:26+00:00,respirators,200.0
24154,rec1341,2020-04-07 19:28:26+00:00,disinfectingWipes,100.0
24157,rec1342,2020-04-07 19:49:41+00:00,faceShields,500.0
24161,rec1342,2020-04-07 19:49:41+00:00,surgicalMasks,1000.0
24165,rec1342,2020-04-07 19:49:41+00:00,nitrileGloves,2000.0
24169,rec1342,2020-04-07 19:49:41+00:00,respirators,2000.0
24170,rec1342,2020-04-07 19:49:41+00:00,gowns,2000.0
24172,rec1342,2020-04-07 19:49:41+00:00,disinfectingWipes,2000.0
24175,rec1343,2020-04-07 19:52:48+00:00,faceShields,100.0
24179,rec1343,2020-04-07 19:52:48+00:00,surgicalMasks,100.0
24183,rec1343,2020-04-07 19:52:48+00:00,nitrileGloves,200.0
24188,rec1343,2020-04-07 19:52:48+00:00,gowns,100.0
24190,rec1343,2020-04-07 19:52:48+00:00,disinfectingWipes,40.0
24193,rec1344,2020-04-07 19:59:00+00:00,faceShields,6.0
24194,rec1344,2020-04-07 19:59:00+00:00,thermometers,1.0
24197,rec1344,2020-04-07 19:59:00+00:00,surgicalMasks,10.0
24201,rec1344,2020-04-07 19:59:00+00:00,nitrileGloves,100.0
24204,rec1344,2020-04-07 19:59:00+00:00,handSanitizer,10.0
24205,rec1344,2020-04-07 19:59:00+00:00,respirators,6.0
24206,rec1344,2020-04-07 19:59:00+00:00,gowns,6.0
24208,rec1344,2020-04-07 19:59:00+00:00,disinfectingWipes,10.0
24211,rec1345,2020-04-07 20:05:47+00:00,faceShields,1000.0
24215,rec1345,2020-04-07 20:05:47+00:00,surgicalMasks,1000.0
24223,rec1345,2020-04-07 20:05:47+00:00,respirators,1000.0
24226,rec1345,2020-04-07 20:05:47+00:00,disinfectingWipes,100.0
24229,rec1346,2020-04-07 20:28:00+00:00,faceShields,25.0
24230,rec1346,2020-04-07 20:28:00+00:00,thermometers,5.0
24233,rec1346,2020-04-07 20:28:00+00:00,surgicalMasks,100.0
24234,rec1346,2020-04-07 20:28:00+00:00,disposableBooties,25.0
24236,rec1346,2020-04-07 20:28:00+00:00,handmadeMasks,100.0
24237,rec1346,2020-04-07 20:28:00+00:00,nitrileGloves,100.0
24240,rec1346,2020-04-07 20:28:00+00:00,handSanitizer,5.0
24241,rec1346,2020-04-07 20:28:00+00:00,respirators,50.0
24242,rec1346,2020-04-07 20:28:00+00:00,gowns,25.0
24244,rec1346,2020-04-07 20:28:00+00:00,disinfectingWipes,5.0
24251,rec1347,2020-04-07 20:43:06+00:00,surgicalMasks,140000.0
24254,rec1347,2020-04-07 20:43:06+00:00,handmadeMasks,1400.0
24255,rec1347,2020-04-07 20:43:06+00:00,nitrileGloves,100000.0
24259,rec1347,2020-04-07 20:43:06+00:00,respirators,30000.0
24260,rec1347,2020-04-07 20:43:06+00:00,gowns,30000.0
24262,rec1347,2020-04-07 20:43:06+00:00,disinfectingWipes,1000.0
24265,rec1348,2020-04-07 20:44:00+00:00,faceShields,3.0
24269,rec1348,2020-04-07 20:44:00+00:00,surgicalMasks,100.0
24273,rec1348,2020-04-07 20:44:00+00:00,nitrileGloves,100.0
24276,rec1348,2020-04-07 20:44:00+00:00,handSanitizer,20.0
24277,rec1348,2020-04-07 20:44:00+00:00,respirators,100.0
24278,rec1348,2020-04-07 20:44:00+00:00,gowns,100.0
24280,rec1348,2020-04-07 20:44:00+00:00,disinfectingWipes,100.0
24283,rec1349,2020-04-07 21:06:01+00:00,faceShields,1000.0
24287,rec1349,2020-04-07 21:06:01+00:00,surgicalMasks,1000.0
24288,rec1349,2020-04-07 21:06:01+00:00,disposableBooties,5000.0
24291,rec1349,2020-04-07 21:06:01+00:00,nitrileGloves,5000.0
24295,rec1349,2020-04-07 21:06:01+00:00,respirators,5000.0
24296,rec1349,2020-04-07 21:06:01+00:00,gowns,1000.0
24298,rec1349,2020-04-07 21:06:01+00:00,disinfectingWipes,100.0
24301,rec1350,2020-04-07 21:07:27+00:00,faceShields,4.0
24305,rec1350,2020-04-07 21:07:27+00:00,surgicalMasks,50.0
24306,rec1350,2020-04-07 21:07:27+00:00,disposableBooties,30.0
24309,rec1350,2020-04-07 21:07:27+00:00,nitrileGloves,200.0
24313,rec1350,2020-04-07 21:07:27+00:00,respirators,15.0
24314,rec1350,2020-04-07 21:07:27+00:00,gowns,20.0
24316,rec1350,2020-04-07 21:07:27+00:00,disinfectingWipes,10.0
24319,rec1351,2020-04-07 21:34:05+00:00,faceShields,100.0
24320,rec1351,2020-04-07 21:34:05+00:00,thermometers,15.0
24323,rec1351,2020-04-07 21:34:05+00:00,surgicalMasks,100.0
24324,rec1351,2020-04-07 21:34:05+00:00,disposableBooties,100.0
24327,rec1351,2020-04-07 21:34:05+00:00,nitrileGloves,100.0
24331,rec1351,2020-04-07 21:34:05+00:00,respirators,300.0
24332,rec1351,2020-04-07 21:34:05+00:00,gowns,100.0
24334,rec1351,2020-04-07 21:34:05+00:00,disinfectingWipes,20.0
24349,rec1352,2020-04-07 21:41:16+00:00,respirators,15000.0
24350,rec1352,2020-04-07 21:41:16+00:00,gowns,15000.0
24352,rec1352,2020-04-07 21:41:16+00:00,disinfectingWipes,15000.0
24355,rec1353,2020-04-07 21:58:00+00:00,faceShields,25.0
24356,rec1353,2020-04-07 21:58:00+00:00,thermometers,50.0
24359,rec1353,2020-04-07 21:58:00+00:00,surgicalMasks,500.0
24360,rec1353,2020-04-07 21:58:00+00:00,disposableBooties,500.0
24362,rec1353,2020-04-07 21:58:00+00:00,handmadeMasks,150.0
24363,rec1353,2020-04-07 21:58:00+00:00,nitrileGloves,1500.0
24366,rec1353,2020-04-07 21:58:00+00:00,handSanitizer,100.0
24367,rec1353,2020-04-07 21:58:00+00:00,respirators,250.0
24368,rec1353,2020-04-07 21:58:00+00:00,gowns,250.0
24370,rec1353,2020-04-07 21:58:00+00:00,disinfectingWipes,500.0
24373,rec1354,2020-04-07 22:14:17+00:00,faceShields,3.0
24377,rec1354,2020-04-07 22:14:17+00:00,surgicalMasks,30.0
24380,rec1354,2020-04-07 22:14:17+00:00,handmadeMasks,30.0
24385,rec1354,2020-04-07 22:14:17+00:00,respirators,10.0
24388,rec1354,2020-04-07 22:14:17+00:00,disinfectingWipes,6.0
24391,rec1355,2020-04-07 22:24:54+00:00,faceShields,50.0
24392,rec1355,2020-04-07 22:24:54+00:00,thermometers,6.0
24395,rec1355,2020-04-07 22:24:54+00:00,surgicalMasks,200.0
24404,rec1355,2020-04-07 22:24:54+00:00,gowns,350.0
24406,rec1355,2020-04-07 22:24:54+00:00,disinfectingWipes,12.0
24409,rec1356,2020-04-07 22:26:50+00:00,faceShields,100.0
24410,rec1356,2020-04-07 22:26:50+00:00,thermometers,15.0
24413,rec1356,2020-04-07 22:26:50+00:00,surgicalMasks,2000.0
24414,rec1356,2020-04-07 22:26:50+00:00,disposableBooties,1000.0
24421,rec1356,2020-04-07 22:26:50+00:00,respirators,1000.0
24422,rec1356,2020-04-07 22:26:50+00:00,gowns,500.0
24424,rec1356,2020-04-07 22:26:50+00:00,disinfectingWipes,36.0
24427,rec1357,2020-04-07 22:34:59+00:00,faceShields,500.0
24431,rec1357,2020-04-07 22:34:59+00:00,surgicalMasks,2000.0
